"teks","label"
"Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono","no"
"erikontolim manusia babi anak lonte","yes"
"HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!","no"
"Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica","no"
"Anjing sekarang hebat ya, bisa pake kacamata","yes"
"Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa","no"
"Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak","no"
"Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg","yes"
"dasar orang tua gada akhlak,ngajarin anaknya yang ga bener","yes"
"Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2","no"
"Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu","yes"
"guys dr pd comment2 mending unfoll sm unsubscribe aja yaa","no"
"Babi lagi main ma anjing :)","yes"
"Dikasi BIDADARI MALAH PILIH BABI","yes"
"Postingan pertama jg dihujat dong gila netijen","no"
"BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN…","yes"
"Dikasih bidadari malah milih setan","yes"
"Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(","no"
"SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!","yes"
"Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2","no"
"kesini cmn mo liat komen aja","no"
"Buset hate comment ampe postingan paling bawah","no"
"Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu","no"
"Pantes banyak utang buat bayar lonte","yes"
"2 3 tutup botol muka lu kek kontol wkwk","yes"
"astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener","no"
"Dah lah. Gw capek baca komen kalian","no"
"Keliatan bgt anjingnya ketakutan foto sama dakjal","yes"
"Astaga ngehujat sampe postingan paling bawah","no"
"Lebih najis elu daripada anjing!","yes"
"2 ekor anjing dan satu buaya makan jambut","yes"
"Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol","yes"
"Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol","no"
"Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu","no"
"Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada","yes"
"Potret ketika anjing poto dengan setan","yes"
"BANTU BEDAINN WOYY MANA ANJING MANA BABI","yes"
"Udaah woii udahh lu gak kasihan apa…. Aku capek ngelike komenan kalian","no"
"3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw","yes"
"Kasian gue sama anjingnya dipegang dajjal","yes"
"Kasian anjing nya di pegang babi","yes"
"Lo itu kontol gak guna ajg anak dakjal","yes"
"mukak lu lebih buruk daripada anjing lu","yes"
"dikasi yang bening malah milih yang dakian","yes"
"Mending masuk penjara lagi aja dah seumur hidup","yes"
"Kok lbih lucu anjingnya ya ktimbang orangnya","yes"
"Akhirnya jesica bisa lepas dari kambing hitam ini","yes"
"Maafin Aja Bro Semua Orang Pasti Ada Kesalahan Dia Juga Pasti Ada Kesalahan Nasehatin Aja Siapa Tau Dia Berubah","no"
"Kasian anjingnya dipeluk sma sampahh","yes"
"Gua kira keluar dari PENJARA bisa berubah","no"
"Cintamu hanya sebatas kertas wkwkw enteng bang","no"
"Padahal sejak dia sama Jane aku lebih respect :( skrg bener2 udah hilang respect :(","no"
"udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh, ga nyangka idola gua sesampah itu.","yes"
"Dihujat habisan semua postingan lama ada komen baru wkwk","no"
"Gua gabisa bedain mana anjing mana manusia, keliatannya sama","yes"
"Lu mirip anaknya kick andy yg namanya marlo bang","no"
"Kenapa ada orang baik ? Karna ada orang jahat","no"
"Ngga ada niatan ngadain pengajian gitu bang?","no"
"Suka banget sama rambutnyaa tambah ganteng","no"
"@abatartila Ada ada aja kaya gini di bilang king, king muke nya udh kaya tai musang","yes"
"Ninggalin berlian demi tai babi dih","yes"
"ganteng kaga lu begitu malah keliatan kaya daki kontol","yes"
"Mukak lo kayak tapir kuda asu sok ganteng banget lo","yes"
"Banyak yg kecewa karena lu begini rik!!!!","no"
"Maap ye…muke lu udh jelek kaga usah sok selingkuh,cakepan anjing gua noh","yes"
"Apa si hebatnya banci yg badannya penuh koreng kaya lo","yes"
"Gini dong bersihan kaga kek tahun tahun sebelumnya dekil","yes"
"Muka lu keriput kek aki aki","yes"
"Foto jelek dihujat, foto ganteng dibilang sok ganteng","no"
"kebanyakan nyabu jadi kurus lu","yes"
"NARKOBOYY NGELUARIN LIDAHH, AJG MAU APA, MAU TES URIN","yes"
"Fotolu pede anjrit muka lu tu anjrit","yes"
"Hidup itu jngn keterlaluan boss playboy amat ajg luu","yes"
"Mukalu kek aktor bokep bgst mending ngobat aja luu","yes"
"dah jelek semangattt pulak WKWK","yes"
"Muka nya kok gitu, seren bikin mual liatnya","yes"
"Sana anjing ngewe ama lonte bangsat","yes"
"Muka kek kontol mending di penjara","yes"
"muka kek banci dih najis","yes"
"Ntar Mati dalam keadaan konyol","yes"
"mau bilang jelek nya ga enak hehe …","yes"
"Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat…","yes"
"NIH ORANG KALO LOMBA MIRIP BABI,BABINYA JUARA 2","yes"
"Titisan dakjal emg lo nyet","yes"
"Et muka lu aje gitu dih hahaha. Biarin aja sampah ketemu sampah biar busuk bersama","yes"
"Jijik astagah sok bat cakep njs","yes"
"Bully an di ig lebih ngeri daripada di fb ajg gua jadi ngerii! Ajgg","no"
"udah buriq brengsek pula pantes aja dapet lonte","yes"
"MUKA KAMPUNG GAYA SOK SOAN KOTA NYET","yes"
"Ngapa lidah Lo stroke amin deh kalau gtu","yes"
"Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu","yes"
"Org kampung otak dusun gaya sosoan hype. Ttep aja gabisa nutupin muka babu lu.","yes"
"Cowo foto liatin lidah nya jam ah jijik gue. Apa lagi minus akhlak kek gini","yes"
"ANJING gue jg ogah liat muke lu","yes"
"G bole melet dosaa rik","no"
"paan melet melet mau jilat tai tabi?","yes"
"Setan emg melet2 teross jijik asuuu","yes"
"ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad","yes"
"Apaan si melet2 sok ganteng","yes"
"Muka kek slangkangan biawak aje bnyk blagu lu","yes"
"Sumpah sih jahat banget. Bener2 kasian sama kak jessica","no"
"Anjing gk pantes sama bidadari.","yes"
"MELET MULU SETAN KAYA ULAR","yes"
"Njr melet melet gw kirain hewan","yes"
"Gtu aj dh kek anjg lo kang","yes"
"Gw kesini pengen liat babang ini.. Sumpah feeling gw bener.. Mirip banget ama Reynhard Sinaga","no"
"Ih ko melet2 si kaya hewan aja wkwkwkwk","yes"
"Iuu milih iblis drpd bidadarii kwkwkw jyjyq","yes"
"MELET2 UDAH KAYA ANJING, EH KAN EMAH ANJING","yes"
"ga nyadar aja nih sampah HAHA","yes"
"Lidah banyak kuman and virus nih","yes"
"Awalnya ngira baju endorse dari KFC, mirip -","no"
"GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim","no"
"Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib","yes"
"Napa lu balik dari penjara sih?","yes"
"Mending lu pada tobat dah","no"
"selama dipenjara apalo sikat gigi? KOK BAU YA, BAUBAU AROMA BANGSATTTT","yes"
"Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?","yes"
"ih mukanya kek anjing rumah gwa","yes"
"woi anak anjing ngapain lu hidup bgst","yes"
"Udah jelek gak usah d jelek2 in lagi bro","yes"
"Ganteng kagak berbakat juga kagak kelebihannya dimana cobak?","yes"
"Benci aja Ama orang jelek pake selingkuh segala","yes"
"Udah tutup mulut nya bau kambing","yes"
"Jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nntn yah","yes"
"Kayak Randy Pangalila klo gk pake kacamata","no"
"Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu","no"
"Apa ganteng nyasih anjing.. Kucel gini jadiin model","yes"
"keknya dia ngeliat masa depan yang hancur deh","yes"
"INGETT HIDUP LO DULU GA SEENAK INI RIKKK. HIDUP LO SUSAH!!!! SALAM TEMEN SMP PAS LO BURIKKK. EH SKRG SAMA AJA","yes"
"Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah….oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.","yes"
"dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh","yes"
"Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet","yes"
"Saya segenap hati minta maap","no"
"Dulu Bahagia Sekarang Banyak Utang","yes"
"Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG","no"
"editan sama konsepnya nice banget lahhh","no"
"iri kok sama babi hahah najis","yes"
"LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI","yes"
"Jelek aja tukang selingkuh lo buriq !","yes"
"kok kalian komennya pada kek gini ya","no"
"Rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik, sayang nya lu ngecewain org lain gimana mo masuk surga","yes"
"Kalian kaloga cocok mau di paksain?","no"
"ya biarin @xrickolim kita gatau gimana aslinya masa kalian semua ambil keputusan sepihak?kalo udah takdir gaada yang bisa nentang njir","no"
"Cocok kok, emang orang baik mah buat org baik, kalo yg bejat mah emang cocok buat yang bejat juga ehehe","yes"
"ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT","yes"
"Cocok banget sama2 orang gak bener biar lah dia hancur bersama","yes"
"EH KEK ADA PENAMPAKAN LONTE","yes"
"Meninggalkan berlian demi Tai Sapi","yes"
"Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri","yes"
"Pantes disini mulainya si ajg berulah","yes"
"Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!","yes"
"Buah nangka buah kemanggi gak ada akhlak lu babi","yes"
"Perlahan karirmu ancur bro dan lu akan kembali kebawan","yes"
"Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha","yes"
"ngapain juga nginap di rumah cowo, gaada keluarga lg lo?","yes"
"Eh ada pelakor, pas banget frame ke tiga, orang ke 3","yes"
"Anak gblk dikasi berlian malah milih kerikil","yes"
"Dikasih bidadari malah milih dajjal awokawok:v","yes"
"Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami","no"
"Kesihan gue sama org otak dangkal kek gini","yes"
"Murahh banget lo jijik gue …. Dikick EVOS mlah open BO","yes"
"senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing","yes"
"Indahnya pemandangan banyak LonT lonT mau di jual","yes"
"bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri","yes"
"siapapun tolong kasih tau aku ini masalah nya apaa gais","no"
"dikasih hati yg malaikat milih yg berhati iblis greget:(","yes"
"Di kasih bidadari malah pilih kotoran","yes"
"Dikasih bidadari malah minta lonte","yes"
"Gajadi beli Model murahan barang pasti murahan","yes"
"Modelny aja murahan apalagi barangnya","yes"
"muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu","yes"
"Males beli gua,gara gara ada lonte","yes"
"Padahal bulug gini ya mukanya.. ehh,, maaf..","yes"
"Padahal cantikan jessica kemana mana","no"
"Dikasih bidadari malah milih sampah","yes"
"yaelah muka pasan aja bangga lu njing","yes"
"Wah ibarat lebih milih iblis daripada bidadari haha","yes"
"@rangga_kanahaya knp gk truck sampah, kek mukanya sampah","yes"
"Gajadi beli, takut ketularan lonte nya","yes"
"hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot , di hujat memang dunia sgt kejam","no"
"Jangan beli baju lonte entar kena sial","yes"
"Dasar cewe lo itu LONTE tau kau!","yes"
"Disini pada kenapa dah? Aku gapaham tolong","no"
"Itu ditengah manusia apa monyet kok kulitnya bercorak batik","yes"
"Muka lu sama anjing gwe..lebih ganteng anjing gwe rik","yes"
"Buat kalian para pens lonte jgn tkut listi Miskin krna dipecat, krna dia bsa kaya lgi, dgn cara ya nglonte","yes"
"Etdah ninggalin yang baik demi lonte, situ waras mas wkwk","yes"
"Gw melihat cewek murahan di postingan ini","yes"
"yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?","yes"
"Ih ko muka jelek banget siii serem kek setan","yes"
"Itu yang foto ketiga jablay murahan bukan?","yes"
"Jelek aja tukang selingkuh lo buriq !!!!","yes"
"Emang kalian se suci apa sampai nghina dia segitu nya","no"
"Mending yang follow pada unfollow Udeh gausah ribet","no"
"Dekil tatoan, mampus karir Lo hancurr pantek","yes"
"Udah ada berlian malah milih batu nisan","yes"
"Alasan setan ama setan, KARNA KALO SETAN SAMA BIDADARI, SAYAPNYA RONTOK, DICEKER, DIGIGIT, DIJAMBAK2","yes"
"Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek","yes"
"Setan ma setan mahh emg cocokk udee","yes"
"Lonte kurus pucet kek mayat hidup","yes"
"Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun","yes"
"@xrickolim smngat trus bro tiada manusia yg sempurna kmu pasti bisa bangkit n jadi lebih baik GBU keepstrong","no"
"bego anak orang udah ga perawan noh gara lu wkwkw","yes"
"Frustasi..Sudah habis uangnya..Kasihannn","yes"
"Bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras","no"
"Semangat Rick untuk usaha barunya","no"
"Hadehh muka kaya tong sampah .","yes"
"banyak banget omongan kasar disini, tobat lah kawan kawan.. cukup comment kasar nya","no"
"Ni org jelek ga ada obat.kok jj mau liat apa ya..","yes"
"Semangat bang, walaupun banyak orang yang ngejudge lu. Jangan peduliin mereka","no"
"Tuhan yesus baik semangat rick","no"
"Jangan di bales komen hate bang bikin sakit jempol, mending lanjut berkarya:)","no"
"Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha","yes"
"jelek dapet selingkuhan jelek juga keren yaa imbang wkkw","yes"
"Wah ngehina fisik ni orang,ga bener ya wkwkwkwk","no"
"BUNUH DIRI LAH SONO GOBLOX","yes"
"Sabar semua komentar ini ujian","no"
"Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!","no"
"Yang sabar yah,tetep semangat ngejar karirnya jangan dengerin kata orang mereka Cuma bisa ngebacot di komen doank","no"
"Erick masuk neraka jalur selingkuh bos","yes"
"Trs berkarya walaupun brd di titik sprti ini","no"
"Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada","no"
"Yang ngatain keknya idupnya gapernag bikin kesalahan","no"
"Jadi gila kau rupanya karna gak laku lagi di YouTube","yes"
"Kasian yah sdh stress banyak masalah","yes"
"Kok jatohnya malah kek ajg sih rikkk","yes"
"Karir turun jadi autis kasian hahah","yes"
"erick yang kek gini yang gua kangenin, keep it up bruuh","no"
"Udah mau autis iya bg awokawkk","yes"
"Kasian masih muda udah stresss","yes"
"Banyak komen yg support malah ketutup yg hate bgst emang IG","no"
"Maudy cantik na natural bnr2 cantik bgt, cantik luar dlm","no"
"Bikin konten YouTube Student life at standford @maudyayunda seperti waktu S1 at Oxford. Fansmu pada nungguin nih.","no"
"Aura org pinter emg shining ya bun @hy_dindut","no"
"Paket lengkap deh.. udh cantik pintar lagi","no"
"Sukaa bnget sm artis ini… nggak neko2.. dan natural bngett","no"
"Cantik, pintar bertalenta, ortu mana yg gak kepengen punya anak kyk mba maudy","no"
"Idih mak lampir, dibanding uya ma lu, lu bagaikan butiran debu,, lu dikenal karena bacot… rajin2 ngaca deh","yes"
"Anjirlah muka lo kek kuntilanak malah sok cantik","yes"
"Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama jadi jijik kenapa gak sekalian bisu aja","yes"
"Uda pinter, cantik gak kebanyakan tingkah. Perfect","no"
"Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada","no"
"Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda","no"
"Motivasi ku ka Maudy cantipp bngt","no"
"Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin","no"
"Damage nya cewek pinter gada lawann","no"
"cantikan waktu berisi dulu… sekarang kurus bgt, kurus begini auranya kurang","yes"
"cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?","yes"
"masih good vibes walaupun sedang lapar","no"
"kakak cantik bgt bismillah cerdasnya nular","no"
"Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu","yes"
"Dua2 nya cantik banget masya Allah","no"
"ka nisa mirip ariana grande masa","no"
"Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha","no"
"Sekilas yg abu mirip ariana grande haha","no"
"Yang satu nya mirip Ariana grande","no"
"Kakak sama adek sama sama cantik ya aku suka sama dua duanya","no"
"Rambutnya kak modd bagussss… Item berkilauu","no"
"Cantik semua congrats kak msuk nominsi tc candler","no"
"Maudy enak bet dah cantik iya pinter iya","no"
"kukira dedeknya berdiri itu mau mukul bang jer pake ukulele… ternyata aku salah salah :","no"
"Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa","no"
"Sutan kamu sangat lucu dan menggemaskan","no"
"Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom","no"
"Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya","no"
"Muka lu kok cabul banget sih bg hahah","yes"
"Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak","yes"
"Kak jerome kayak boneka tau hahah","no"
"Mukbang makanan sehat dong kak. Salad jepang gituuu.","no"
"Yakinin dulu niatnya bg… Semoga sukses","no"
"Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang","no"
"Cuman rumus diet ini yg ga bisa dipecahka ya bang?","no"
"Perut makin maju tpi semangat jangan tak maju","no"
"Pantesan kak Jessica bilang bang jerom beruang wkwkwk","no"
"Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya… Apakah daya diriku yg lebih suka bhs Inggris drpd matematika","no"
"Kaya tulus ya mukanya klo diliat2","no"
